Date,State,District,Confirmed
2020-05-28,MP,Indore,78
2020-05-28,MP,Jabalpur,5
2020-05-28,MP,Katni,1
2020-05-28,MP,Khandwa,2
2020-05-28,MP,Khargone,3
2020-05-28,MP,Neemuch,34
2020-05-28,MP,Ratlam,1
2020-05-28,MP,Rewa,1
2020-05-28,MP,Sagar,6
2020-05-28,MP,Satna,1
2020-05-28,MP,Sehore,1
2020-05-28,MP,Sheopur,1
2020-05-28,MP,Sidhi,3
2020-05-28,MP,Tikamgarh,3
2020-05-28,MP,Ujjain,25
2020-05-28,NL,Dimapur,6
2020-05-28,NL,Kohima,2
2020-05-28,NL,Tuensang,1
2020-05-28,OR,Balangir,2
2020-05-28,OR,Bargarh,1
2020-05-28,OR,Ganjam,26
2020-05-28,OR,Jagatsinghpur,2
2020-05-28,OR,Jajpur,11
2020-05-28,OR,Kendujhar,1
2020-05-28,OR,Khordha,11
2020-05-28,OR,Nayagarh,7
2020-05-28,OR,Sambalpur,2
2020-05-28,OR,Subarnapur,4
2020-05-28,PB,Amritsar,7
2020-05-28,PB,Hoshiarpur,4
2020-05-28,PB,Jalandhar,3
2020-05-28,PB,Rupnagar,1
2020-05-28,PB,S.A.S. Nagar,1
2020-05-28,PB,Sangrur,3
2020-05-28,PY,Puducherry,6
2020-05-28,PY,Unknown,-2
2020-05-28,RJ,Ajmer,6
2020-05-28,RJ,Bharatpur,12
2020-05-28,RJ,Bhilwara,1
2020-05-28,RJ,Bikaner,7
2020-05-28,RJ,Bundi,1
2020-05-28,RJ,Churu,5
2020-05-28,RJ,Dausa,4
2020-05-28,RJ,Dungarpur,1
2020-05-28,RJ,Hanumangarh,3
2020-05-28,RJ,Jaipur,7
2020-05-28,RJ,Jalore,1
2020-05-28,RJ,Jhalawar,69
2020-05-28,RJ,Jhunjhunu,7
2020-05-28,RJ,Jodhpur,64
2020-05-28,RJ,Kota,9
2020-05-28,RJ,Nagaur,9
2020-05-28,RJ,Other State,1
2020-05-28,RJ,Pali,32
2020-05-28,RJ,Sawai Madhopur,1
2020-05-28,RJ,Sikar,10
2020-05-28,RJ,Sirohi,1
2020-05-28,TG,telengana_district,117
2020-05-28,TN,Airport Quarantine,4
2020-05-28,TN,Chengalpattu,45
2020-05-28,TN,Chennai,559
2020-05-28,TN,Cuddalore,4
2020-05-28,TN,Dindigul,4
2020-05-28,TN,Kallakurichi,3
2020-05-28,TN,Kancheepuram,20
2020-05-28,TN,Krishnagiri,1
2020-05-28,TN,Madurai,8
2020-05-28,TN,Nagapattinam,2
2020-05-28,TN,Pudukkottai,1
2020-05-28,TN,Railway Quarantine,16
2020-05-28,TN,Ranipet,1
2020-05-28,TN,Salem,39
2020-05-28,TN,Thanjavur,1
2020-05-28,TN,Thiruvallur,38
2020-05-28,TN,Thoothukkudi,4
2020-05-28,TN,Tirunelveli,29
2020-05-28,TN,Tiruvannamalai,40
2020-05-28,TN,Vellore,2
2020-05-28,TN,Viluppuram,3
2020-05-28,TN,Virudhunagar,3
2020-05-28,TR,Unknown,2
2020-05-28,UP,Agra,1
2020-05-28,UP,Aligarh,1
2020-05-28,UP,Amethi,1
2020-05-28,UP,Auraiya,2
2020-05-28,UP,Ayodhya,1
2020-05-28,UP,Azamgarh,13
2020-05-28,UP,Bahraich,2
2020-05-28,UP,Ballia,4
2020-05-28,UP,Balrampur_UP,1
2020-05-28,UP,Basti,7
2020-05-28,UP,Bhadohi,7
2020-05-28,UP,Bijnor,2
2020-05-28,UP,Budaun,2
2020-05-28,UP,Bulandshahr,3
2020-05-28,UP,Chitrakoot,4
2020-05-28,UP,Deoria,3
2020-05-28,UP,Etawah,2
2020-05-28,UP,Farrukhabad,1
2020-05-28,UP,Fatehpur,2
2020-05-28,UP,Firozabad,8
2020-05-28,UP,Gautam Buddha Nagar,8
2020-05-28,UP,Ghaziabad,14
2020-05-28,UP,Ghazipur,5
2020-05-28,UP,Gonda,5
2020-05-28,UP,Gorakhpur,9
2020-05-28,UP,Hardoi,2
2020-05-28,UP,Jaunpur,1
2020-05-28,UP,Jhansi,5
2020-05-28,UP,Kanpur Dehat,4
2020-05-28,UP,Kanpur Nagar,2
2020-05-28,UP,Lakhimpur Kheri,2
2020-05-28,UP,Lucknow,6
2020-05-28,UP,Mahoba,1
2020-05-28,UP,Mainpuri,6
2020-05-28,UP,Mathura,3
2020-05-28,UP,Mau,3
2020-05-28,UP,Meerut,1
2020-05-28,UP,Moradabad,1
2020-05-28,UP,Pratapgarh_UP,2
2020-05-28,UP,Prayagraj,3
2020-05-28,UP,Rae Bareli,3
2020-05-28,UP,Saharanpur,6
2020-05-28,UP,Sambhal,6
2020-05-28,UP,Sant Kabir Nagar,9
2020-05-28,UP,Siddharthnagar,2
2020-05-28,UP,Sonbhadra,1
2020-05-28,UP,Unnao,1
2020-05-28,UP,Varanasi,1
2020-05-28,UT,Almora,3
2020-05-28,UT,Dehradun,9
2020-05-28,UT,Haridwar,8
2020-05-28,UT,Nainital,1
2020-05-28,UT,Tehri Garhwal,10
2020-05-28,WB,Bankura,4
2020-05-28,WB,Birbhum,27
2020-05-28,WB,Darjeeling,1
2020-05-28,WB,Hooghly,5
2020-05-28,WB,Howrah,55
2020-05-28,WB,Jalpaiguri,1
2020-05-28,WB,Kolkata,94
2020-05-28,WB,Malda,10
2020-05-28,WB,Murshidabad,7
2020-05-28,WB,Nadia,15
2020-05-28,WB,North 24 Parganas,51
2020-05-28,WB,Other State,3
2020-05-28,WB,Paschim Bardhaman,1
2020-05-28,WB,Paschim Medinipur,3
2020-05-28,WB,Purba Bardhaman,16
2020-05-28,WB,Purba Medinipur,9
2020-05-28,WB,South 24 Parganas,11
2020-05-28,WB,Unknown,-15
2020-05-28,WB,Uttar Dinajpur,46
2020-05-29,AP,Chittoor,8
2020-05-29,AP,East Godavari,2
2020-05-29,AP,Krishna,9
2020-05-29,AP,Kurnool,7
2020-05-29,AP,Other State,52
2020-05-29,AP,S.P.S. Nellore,5
2020-05-29,AP,Y.S.R. Kadapa,2
2020-05-29,AS,assam_district,177
2020-05-29,BR,Araria,1
2020-05-29,BR,Arwal,2
2020-05-29,BR,Aurangabad_BR,4
2020-05-29,BR,Banka,6
2020-05-29,BR,Bhagalpur,25
2020-05-29,BR,Bhojpur,12
2020-05-29,BR,Buxar,1
2020-05-29,BR,Gaya,3
2020-05-29,BR,Gopalganj,8
2020-05-29,BR,Jamui,4
2020-05-29,BR,Jehanabad,19
2020-05-29,BR,Kaimur,10
2020-05-29,BR,Khagaria,5
2020-05-29,BR,Kishanganj,1
2020-05-29,BR,Lakhisarai,5
2020-05-29,BR,Madhubani,14
2020-05-29,BR,Munger,1
2020-05-29,BR,Nalanda,2
2020-05-29,BR,Nawada,3
2020-05-29,BR,Patna,5
2020-05-29,BR,Purnia,13
2020-05-29,BR,Rohtas,1
2020-05-29,BR,Samastipur,7
2020-05-29,BR,Saran,1
2020-05-29,BR,Sheikhpura,20
2020-05-29,BR,Vaishali,1
2020-05-29,CT,Balrampur_CT,1
2020-05-29,CT,Bastar,1
2020-05-29,CT,Bilaspur_CT,2
2020-05-29,CT,Dhamtari,1
2020-05-29,CT,Durg,1
2020-05-29,CT,Kabeerdham,6
2020-05-29,CT,Korba,1
2020-05-29,CT,Mahasamund,1
2020-05-29,CT,Mungeli,1
2020-05-29,CT,Raipur,2
2020-05-29,DL,Delhi,1105
2020-05-29,GJ,Ahmedabad,253
2020-05-29,GJ,Aravalli,1
2020-05-29,GJ,Banaskantha,1
2020-05-29,GJ,Bharuch,1
2020-05-29,GJ,Chhota Udaipur,7
2020-05-29,GJ,Gandhinagar,8
2020-05-29,GJ,Junagadh,1
2020-05-29,GJ,Kheda,12
2020-05-29,GJ,Kutch,-7
2020-05-29,GJ,Mahisagar,1
2020-05-29,GJ,Mehsana,7
2020-05-29,GJ,Navsari,2
2020-05-29,GJ,Other State,1
2020-05-29,GJ,Panchmahal,1
2020-05-29,GJ,Rajkot,1
2020-05-29,GJ,Sabarkantha,1
2020-05-29,GJ,Surat,45
2020-05-29,GJ,Surendranagar,1
2020-05-29,GJ,Vadodara,34
2020-05-29,GJ,Valsad,1
2020-05-29,HP,Hamirpur_HP,8
2020-05-29,HP,Kangra,5
2020-05-29,HP,Una,1
2020-05-29,HR,Bhiwani,2
2020-05-29,HR,Charkhi Dadri,5
2020-05-29,HR,Faridabad,31
2020-05-29,HR,Fatehabad,1
2020-05-29,HR,Gurugram,115
2020-05-29,HR,Hisar,5
2020-05-29,HR,Kaithal,7
2020-05-29,HR,Karnal,6
2020-05-29,HR,Kurukshetra,1
2020-05-29,HR,Mahendragarh,3
2020-05-29,HR,Nuh,2
2020-05-29,HR,Palwal,7
2020-05-29,HR,Panchkula,1
2020-05-29,HR,Rewari,5
2020-05-29,HR,Rohtak,6
2020-05-29,HR,Sirsa,1
2020-05-29,HR,Sonipat,19
2020-05-29,JH,Bokaro,5
2020-05-29,JH,Dhanbad,6
2020-05-29,JH,East Singhbhum,24
2020-05-29,JH,Garhwa,2
2020-05-29,JH,Giridih,1
2020-05-29,JH,Gumla,7
2020-05-29,JH,Hazaribagh,12
2020-05-29,JH,Khunti,2
2020-05-29,JH,Koderma,10
2020-05-29,JH,Lohardaga,1
2020-05-29,JH,Ramgarh,13
2020-05-29,JH,Ranchi,-1
2020-05-29,JK,Anantnag,6
2020-05-29,JK,Baramulla,8
2020-05-29,JK,Jammu,7
2020-05-29,JK,Kathua,6
2020-05-29,JK,Kulgam,19
2020-05-29,JK,Kupwara,18
2020-05-29,JK,Pulwama,13
2020-05-29,JK,Punch,14
2020-05-29,JK,Rajouri,6
2020-05-29,JK,Samba,2
2020-05-29,JK,Shopiyan,1
2020-05-29,JK,Srinagar,27
2020-05-29,JK,Udhampur,1
2020-05-29,KA,Ballari,9
2020-05-29,KA,Bengaluru Rural,1
2020-05-29,KA,Bengaluru Urban,12
2020-05-29,KA,Chikkaballapura,5
2020-05-29,KA,Chikkamagaluru,2
2020-05-29,KA,Chitradurga,1
2020-05-29,KA,Davanagere,4
2020-05-29,KA,Dharwad,1
2020-05-29,KA,Hassan,4
2020-05-29,KA,Kalaburagi,61
2020-05-29,KA,Mandya,2
2020-05-29,KA,Mysuru,2
2020-05-29,KA,Raichur,62
2020-05-29,KA,Shivamogga,1
2020-05-29,KA,Tumakuru,2
2020-05-29,KA,Udupi,15
2020-05-29,KA,Vijayapura,4
2020-05-29,KA,Yadgir,60
2020-05-29,KL,Alappuzha,3
2020-05-29,KL,Ernakulam,4
2020-05-29,KL,Idukki,1
2020-05-29,KL,Kannur,8
2020-05-29,KL,Kasaragod,4
2020-05-29,KL,Kollam,2
2020-05-29,KL,Kottayam,1
2020-05-29,KL,Kozhikode,2
2020-05-29,KL,Malappuram,5
2020-05-29,KL,Palakkad,14
2020-05-29,KL,Pathanamthitta,5
2020-05-29,KL,Thiruvananthapuram,5
2020-05-29,KL,Thrissur,6
2020-05-29,KL,Wayanad,2
2020-05-29,MH,Ahmednagar,4
2020-05-29,MH,Akola,8
2020-05-29,MH,Amravati,5
2020-05-29,MH,Aurangabad_MH,40
2020-05-29,MH,Beed,5
2020-05-29,MH,Bhandara,5
2020-05-29,MH,Buldhana,1
2020-05-29,MH,Dhule,6
2020-05-29,MH,Gadchiroli,3
2020-05-29,MH,Gondia,7
2020-05-29,MH,Jalgaon,29
2020-05-29,MH,Jalna,30
2020-05-29,MH,Kolhapur,28
2020-05-29,MH,Latur,1
2020-05-29,MH,Mumbai,1447
2020-05-29,MH,Nagpur,16
2020-05-29,MH,Nandurbar,1
2020-05-29,MH,Nashik,27
2020-05-29,MH,Osmanabad,10
2020-05-29,MH,Other State,2
2020-05-29,MH,Palghar,88
2020-05-29,MH,Parbhani,2
2020-05-29,MH,Pune,327
2020-05-29,MH,Raigad,55
2020-05-29,MH,Ratnagiri,12
2020-05-29,MH,Sangli,3
2020-05-29,MH,Satara,30
2020-05-29,MH,Sindhudurg,2
2020-05-29,MH,Solapur,58
2020-05-29,MH,Thane,418
2020-05-29,MH,Yavatmal,12
2020-05-29,ML,East Khasi Hills,1
2020-05-29,ML,South West Garo Hills,3
2020-05-29,ML,West Garo Hills,1
2020-05-29,ML,West Khasi Hills,1
2020-05-29,MN,manipur_district,4
2020-05-29,MP,Anuppur,2
2020-05-29,MP,Betul,2
2020-05-29,MP,Bhopal,22
2020-05-29,MP,Chhatarpur,8
2020-05-29,MP,Chhindwara,3
2020-05-29,MP,Dewas,1
2020-05-29,MP,Indore,84
2020-05-29,MP,Jabalpur,5
2020-05-29,MP,Khandwa,1
2020-05-29,MP,Mandla,1
2020-05-29,MP,Morena,1
2020-05-29,MP,Narsinghpur,1
2020-05-29,MP,Neemuch,8
2020-05-29,MP,Rajgarh,1
2020-05-29,MP,Ratlam,2
2020-05-29,MP,Rewa,2
2020-05-29,MP,Sagar,27
2020-05-29,MP,Sehore,1
2020-05-29,MP,Ujjain,19
2020-05-29,MP,Umaria,1
2020-05-29,NL,Dimapur,2
2020-05-29,NL,Kohima,4
2020-05-29,NL,Tuensang,1
2020-05-29,OR,Balangir,6
2020-05-29,OR,Balasore,3
2020-05-29,OR,Cuttack,3
2020-05-29,OR,Dhenkanal,9
2020-05-29,OR,Ganjam,4
2020-05-29,OR,Jagatsinghpur,11
2020-05-29,OR,Jharsuguda,1
2020-05-29,OR,Khordha,12
2020-05-29,OR,Koraput,1
2020-05-29,OR,Mayurbhanj,1
2020-05-29,OR,Nabarangapur,1
2020-05-29,OR,Nayagarh,7
2020-05-29,OR,Puri,1
2020-05-29,OR,Sambalpur,1
2020-05-29,OR,Sundargarh,2
2020-05-29,PB,Amritsar,12
2020-05-29,PB,Gurdaspur,3
2020-05-29,PB,Jalandhar,8
2020-05-29,PB,Ludhiana,4
2020-05-29,PB,Moga,2
2020-05-29,PB,Pathankot,5
2020-05-29,PB,Patiala,1
2020-05-29,PB,Rupnagar,1
2020-05-29,PB,S.A.S. Nagar,3
2020-05-29,PY,Puducherry,4
2020-05-29,RJ,Ajmer,13
2020-05-29,RJ,Alwar,2
2020-05-29,RJ,Bharatpur,45
2020-05-29,RJ,Bhilwara,1
2020-05-29,RJ,Bikaner,2
2020-05-29,RJ,Chittorgarh,1
2020-05-29,RJ,Churu,6
2020-05-29,RJ,Dholpur,5
2020-05-29,RJ,Dungarpur,6
2020-05-29,RJ,Hanumangarh,5
2020-05-29,RJ,Jaipur,23
2020-05-29,RJ,Jaisalmer,4
2020-05-29,RJ,Jhalawar,42
2020-05-29,RJ,Jhunjhunu,12
2020-05-29,RJ,Jodhpur,67
2020-05-29,RJ,Kota,17
2020-05-29,RJ,Nagaur,19
2020-05-29,RJ,Pali,1
2020-05-29,RJ,Sikar,13
2020-05-29,RJ,Sirohi,5
2020-05-29,RJ,Udaipur,9
2020-05-29,TG,telengana_district,169
2020-05-29,TN,Airport Quarantine,6
2020-05-29,TN,Ariyalur,3
2020-05-29,TN,Chengalpattu,61
2020-05-29,TN,Chennai,618
2020-05-29,TN,Cuddalore,5
2020-05-29,TN,Erode,1
2020-05-29,TN,Kallakurichi,19
2020-05-29,TN,Kancheepuram,12
2020-05-29,TN,Kanyakumari,1
2020-05-29,TN,Railway Quarantine,72
2020-05-29,TN,Thiruvallur,9
2020-05-29,TN,Thoothukkudi,1
2020-05-29,TN,Tiruchirappalli,1
2020-05-29,TN,Tirunelveli,15
2020-05-29,TN,Tiruvannamalai,48
2020-05-29,TN,Viluppuram,1
2020-05-29,TN,Virudhunagar,1
2020-05-29,TR,Unknown,10
2020-05-29,UP,Agra,2
2020-05-29,UP,Aligarh,15
2020-05-29,UP,Ambedkar Nagar,5
2020-05-29,UP,Amroha,1
2020-05-29,UP,Ayodhya,9
2020-05-29,UP,Azamgarh,20
2020-05-29,UP,Bahraich,3
2020-05-29,UP,Ballia,7
2020-05-29,UP,Balrampur_UP,1
2020-05-29,UP,Barabanki,3
2020-05-29,UP,Bareilly,1
2020-05-29,UP,Basti,1
2020-05-29,UP,Bhadohi,1
2020-05-29,UP,Bijnor,3
2020-05-29,UP,Chitrakoot,3
2020-05-29,UP,Deoria,1
2020-05-29,UP,Etah,1
2020-05-29,UP,Etawah,2
2020-05-29,UP,Farrukhabad,4
2020-05-29,UP,Fatehpur,2
2020-05-29,UP,Firozabad,7
2020-05-29,UP,Gautam Buddha Nagar,13
2020-05-29,UP,Ghaziabad,12
2020-05-29,UP,Ghazipur,4
2020-05-29,UP,Gonda,3
2020-05-29,UP,Gorakhpur,3
2020-05-29,UP,Hapur,3
2020-05-29,UP,Hardoi,7
2020-05-29,UP,Hathras,1
2020-05-29,UP,Jaunpur,13
2020-05-29,UP,Kannauj,3
2020-05-29,UP,Kanpur Nagar,26
2020-05-29,UP,Kaushambi,1
2020-05-29,UP,Kushinagar,1
2020-05-29,UP,Lakhimpur Kheri,1
2020-05-29,UP,Lucknow,17
2020-05-29,UP,Maharajganj,3
2020-05-29,UP,Mainpuri,3
2020-05-29,UP,Mathura,1
2020-05-29,UP,Meerut,10
2020-05-29,UP,Mirzapur,2
2020-05-29,UP,Moradabad,10
2020-05-29,UP,Muzaffarnagar,12
2020-05-29,UP,Pilibhit,1
2020-05-29,UP,Pratapgarh_UP,2
2020-05-29,UP,Saharanpur,8
2020-05-29,UP,Sambhal,3
2020-05-29,UP,Sant Kabir Nagar,1
2020-05-29,UP,Shamli,1
2020-05-29,UP,Siddharthnagar,7
2020-05-29,UP,Sultanpur,8
2020-05-29,UP,Unnao,1
2020-05-29,UP,Varanasi,2
2020-05-29,UT,Almora,21
2020-05-29,UT,Bageshwar,8
2020-05-29,UT,Dehradun,72
2020-05-29,UT,Haridwar,5
2020-05-29,UT,Nainital,85
2020-05-29,UT,Pauri Garhwal,5
2020-05-29,UT,Pithoragarh,1
2020-05-29,UT,Rudraprayag,2
2020-05-29,UT,Tehri Garhwal,8
2020-05-29,UT,Udham Singh Nagar,5
2020-05-29,UT,Uttarkashi,4
2020-05-29,WB,Alipurduar,4
2020-05-29,WB,Bankura,2
2020-05-29,WB,Birbhum,21
2020-05-29,WB,Hooghly,2
2020-05-29,WB,Howrah,29
2020-05-29,WB,Jalpaiguri,2
2020-05-29,WB,Kolkata,71
2020-05-29,WB,Murshidabad,2
2020-05-29,WB,Nadia,18
2020-05-29,WB,North 24 Parganas,54
2020-05-29,WB,Other State,6
2020-05-29,WB,Paschim Bardhaman,5
2020-05-29,WB,Purba Bardhaman,19
2020-05-29,WB,Purba Medinipur,6
2020-05-29,WB,South 24 Parganas,13
2020-05-29,WB,Uttar Dinajpur,23
2020-05-30,AP,Chittoor,7
2020-05-30,AP,East Godavari,34
2020-05-30,AP,Guntur,13
2020-05-30,AP,Krishna,2
2020-05-30,AP,Kurnool,9
2020-05-30,AP,Other State,61
2020-05-30,AP,S.P.S. Nellore,1
2020-05-30,AP,Srikakulam,2
2020-05-30,AP,Y.S.R. Kadapa,2
2020-05-30,AR,Changlang,1
2020-05-30,AS,assam_district,159
2020-05-30,BR,Araria,10
2020-05-30,BR,Arwal,2
2020-05-30,BR,Banka,1
2020-05-30,BR,Begusarai,19
2020-05-30,BR,Bhagalpur,4
2020-05-30,BR,Bhojpur,15
2020-05-30,BR,Buxar,2
2020-05-30,BR,Darbhanga,18
2020-05-30,BR,East Champaran,3
2020-05-30,BR,Gaya,5
2020-05-30,BR,Jamui,1
2020-05-30,BR,Jehanabad,13
2020-05-30,BR,Kaimur,10
2020-05-30,BR,Khagaria,1
2020-05-30,BR,Kishanganj,11
2020-05-30,BR,Madhepura,11
2020-05-30,BR,Munger,6
2020-05-30,BR,Muzaffarpur,12
2020-05-30,BR,Nalanda,3
2020-05-30,BR,Nawada,2
2020-05-30,BR,Patna,3
2020-05-30,BR,Rohtas,4
2020-05-30,BR,Saharsa,3
2020-05-30,BR,Samastipur,2
2020-05-30,BR,Saran,14
2020-05-30,BR,Sheikhpura,16
2020-05-30,BR,Sheohar,2
2020-05-30,BR,Sitamarhi,1
2020-05-30,BR,Siwan,8
2020-05-30,BR,Vaishali,1
2020-05-30,BR,West Champaran,3
2020-05-30,CT,Balrampur_CT,6
2020-05-30,CT,Koriya,20
2020-05-30,CT,Raipur,2
2020-05-30,CT,Uttar Bastar Kanker,4
2020-05-30,DL,Delhi,1163
2020-05-30,GA,goa_district,1
2020-05-30,GJ,Ahmedabad,284
2020-05-30,GJ,Amreli,1
2020-05-30,GJ,Anand,2
2020-05-30,GJ,Aravalli,6
2020-05-30,GJ,Banaskantha,3
2020-05-30,GJ,Bhavnagar,1
2020-05-30,GJ,Chhota Udaipur,2
2020-05-30,GJ,Gandhinagar,12
2020-05-30,GJ,Jamnagar,2
2020-05-30,GJ,Kutch,1
2020-05-30,GJ,Mahisagar,1
2020-05-30,GJ,Other State,2
2020-05-30,GJ,Panchmahal,3
2020-05-30,GJ,Patan,2
2020-05-30,GJ,Porbandar,1
2020-05-30,GJ,Rajkot,3
2020-05-30,GJ,Sabarkantha,3
2020-05-30,GJ,Surat,55
2020-05-30,GJ,Vadodara,28
2020-05-30,HP,Hamirpur_HP,6
2020-05-30,HP,Kangra,5
2020-05-30,HP,Solan,3
2020-05-30,HP,Una,4
2020-05-30,HR,Ambala,3
2020-05-30,HR,Faridabad,32
2020-05-30,HR,Fatehabad,3
2020-05-30,HR,Gurugram,157
2020-05-30,HR,Kaithal,1
2020-05-30,HR,Karnal,2
2020-05-30,HR,Nuh,2
2020-05-30,HR,Panipat,1
2020-05-30,HR,Rohtak,1
2020-05-30,JH,Dhanbad,13
2020-05-30,JH,East Singhbhum,44
2020-05-30,JH,Garhwa,2
2020-05-30,JH,Gumla,1
2020-05-30,JH,Hazaribagh,4
2020-05-30,JH,Khunti,2
2020-05-30,JH,Pakur,1
2020-05-30,JH,Palamu,1
2020-05-30,JH,Sahibganj,1
2020-05-30,JH,Simdega,4
2020-05-30,JK,Anantnag,19
2020-05-30,JK,Bandipora,1
2020-05-30,JK,Baramulla,40
2020-05-30,JK,Budgam,10
2020-05-30,JK,Doda,3
2020-05-30,JK,Ganderbal,1
2020-05-30,JK,Jammu,2
2020-05-30,JK,Kathua,6
2020-05-30,JK,Kulgam,4
2020-05-30,JK,Kupwara,3
2020-05-30,JK,Pulwama,5
2020-05-30,JK,Rajouri,6
2020-05-30,JK,Ramban,14
2020-05-30,JK,Reasi,1
2020-05-30,JK,Samba,7
2020-05-30,JK,Shopiyan,16
2020-05-30,JK,Srinagar,26
2020-05-30,JK,Udhampur,13
2020-05-30,KA,Belagavi,1
2020-05-30,KA,Bengaluru Rural,1
2020-05-30,KA,Bengaluru Urban,33
2020-05-30,KA,Bidar,10
2020-05-30,KA,Chitradurga,1
2020-05-30,KA,Dakshina Kannada,14
2020-05-30,KA,Davanagere,4
2020-05-30,KA,Dharwad,2
2020-05-30,KA,Hassan,13
2020-05-30,KA,Haveri,4
2020-05-30,KA,Kalaburagi,2
2020-05-30,KA,Kolar,3
2020-05-30,KA,Mysuru,2
2020-05-30,KA,Shivamogga,6
2020-05-30,KA,Tumakuru,1
2020-05-30,KA,Udupi,13
2020-05-30,KA,Uttara Kannada,2
2020-05-30,KA,Vijayapura,11
2020-05-30,KA,Yadgir,18
2020-05-30,KL,Alappuzha,2
2020-05-30,KL,Ernakulam,4
2020-05-30,KL,Idukki,4
2020-05-30,KL,Kannur,15
2020-05-30,KL,Kasaragod,3
2020-05-30,KL,Kollam,4
2020-05-30,KL,Kottayam,1
2020-05-30,KL,Kozhikode,4
2020-05-30,KL,Palakkad,9
2020-05-30,KL,Thiruvananthapuram,2
2020-05-30,KL,Thrissur,10
2020-05-30,LA,Kargil,1
2020-05-30,LA,Leh,2
2020-05-30,MH,Ahmednagar,12
2020-05-30,MH,Akola,34
2020-05-30,MH,Amravati,11
2020-05-30,MH,Aurangabad_MH,52
2020-05-30,MH,Bhandara,4
2020-05-30,MH,Buldhana,2
2020-05-30,MH,Dhule,5
2020-05-30,MH,Gadchiroli,1
2020-05-30,MH,Gondia,3
2020-05-30,MH,Hingoli,6
2020-05-30,MH,Jalgaon,52
2020-05-30,MH,Jalna,2
2020-05-30,MH,Kolhapur,50
2020-05-30,MH,Latur,10
2020-05-30,MH,Mumbai,1510
2020-05-30,MH,Nagpur,45
2020-05-30,MH,Nandurbar,1
2020-05-30,MH,Nashik,41
2020-05-30,MH,Osmanabad,2
2020-05-30,MH,Other State,3
2020-05-30,MH,Palghar,55
2020-05-30,MH,Parbhani,15
2020-05-30,MH,Pune,314
2020-05-30,MH,Raigad,43
2020-05-30,MH,Ratnagiri,26
2020-05-30,MH,Sangli,8
2020-05-30,MH,Satara,31
2020-05-30,MH,Sindhudurg,12
2020-05-30,MH,Solapur,103
2020-05-30,MH,Thane,485
2020-05-30,MH,Yavatmal,2
2020-05-30,MN,manipur_district,1
2020-05-30,MP,Barwani,1
2020-05-30,MP,Bhind,3
2020-05-30,MP,Bhopal,27
2020-05-30,MP,Burhanpur,4
2020-05-30,MP,Damoh,3
2020-05-30,MP,Dhar,3
2020-05-30,MP,Dindori,3
2020-05-30,MP,Indore,87
2020-05-30,MP,Jabalpur,7
2020-05-30,MP,Khandwa,4
2020-05-30,MP,Khargone,12
2020-05-30,MP,Mandsaur,2
2020-05-30,MP,Morena,4
2020-05-30,MP,Narsinghpur,1
2020-05-30,MP,Neemuch,42
2020-05-30,MP,Panna,7
2020-05-30,MP,Sagar,25
2020-05-30,MP,Shahdol,3
2020-05-30,MP,Sheopur,2
2020-05-30,MP,Shivpuri,2
2020-05-30,MP,Sidhi,2
2020-05-30,MP,Ujjain,2
2020-05-30,NL,Dimapur,8
2020-05-30,NL,Kohima,3
2020-05-30,OR,Balangir,7
2020-05-30,OR,Balasore,4
2020-05-30,OR,Bhadrak,7
2020-05-30,OR,Cuttack,6
2020-05-30,OR,Deogarh,4
2020-05-30,OR,Dhenkanal,2
2020-05-30,OR,Gajapati,10
2020-05-30,OR,Ganjam,6
2020-05-30,OR,Jagatsinghpur,6
2020-05-30,OR,Jajpur,6
2020-05-30,OR,Kalahandi,5
2020-05-30,OR,Kendrapara,10
2020-05-30,OR,Kendujhar,1
2020-05-30,OR,Khordha,9
2020-05-30,OR,Nayagarh,1
2020-05-30,OR,Nuapada,4
2020-05-30,OR,Puri,1
2020-05-30,OR,Sundargarh,7
2020-05-30,PB,Amritsar,8
2020-05-30,PB,Bathinda,5
2020-05-30,PB,Fatehgarh Sahib,1
2020-05-30,PB,Fazilka,2
2020-05-30,PB,Gurdaspur,1
2020-05-30,PB,Hoshiarpur,2
2020-05-30,PB,Pathankot,8
2020-05-30,PB,Patiala,2
2020-05-30,PB,S.A.S. Nagar,4
2020-05-30,PB,Sangrur,2
2020-05-30,PB,Tarn Taran,1
2020-05-30,RJ,Ajmer,7
2020-05-30,RJ,Baran,7
2020-05-30,RJ,Barmer,7
2020-05-30,RJ,Bharatpur,25
2020-05-30,RJ,Bhilwara,4
2020-05-30,RJ,Bikaner,1
2020-05-30,RJ,Churu,8
2020-05-30,RJ,Dholpur,3
2020-05-30,RJ,Dungarpur,17
2020-05-30,RJ,Ganganagar,1
2020-05-30,RJ,Hanumangarh,1
2020-05-30,RJ,Jaipur,29
2020-05-30,RJ,Jaisalmer,2
2020-05-30,RJ,Jalore,7
2020-05-30,RJ,Jhalawar,3
2020-05-30,RJ,Jhunjhunu,3
2020-05-30,RJ,Jodhpur,34
2020-05-30,RJ,Karauli,4
2020-05-30,RJ,Kota,12
2020-05-30,RJ,Nagaur,2
2020-05-30,RJ,Pali,41
2020-05-30,RJ,Sikar,15
2020-05-30,RJ,Sirohi,10
2020-05-30,RJ,Udaipur,9
2020-05-30,TG,telengana_district,74
2020-05-30,TN,Chengalpattu,94
2020-05-30,TN,Chennai,616
2020-05-30,TN,Cuddalore,6
